频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间
[HD]rik sat cyprus,https://t.freetv.fun/live/rik-sat-cyprus-1.m3u8,,RIK Sat Cyprus,Cyprus,Cyprus,https://epg.pw/media/,Generic,512x288,freetv-fun-all.txt,290,403,成功,h264,512x288,25.0,有音频,4.463
[SD]kanal d2 ro,https://t.freetv.fun/live/kanal-d2-ro.m3u8,,Kanal D,Romania,Romania,https://epg.pw/media/images/channel/2022/05/06/large/20220506175021665970_15.png,Generic,720x576,freetv-fun-all.txt,20,403,成功,h264,720x576,50.0,有音频,7.104
[BD]mbc masr drama,https://t.freetv.fun/live/mbc-masr-drama.m3u8,,MBC Masr,Egypt,Egypt,https://epg.pw/media/images/channel/2022/12/17/large/20221217223906569045_86.jpg,Generic,1920x1080,freetv-fun-all.txt,18,403,成功,h264,1920x1080,25.0,有音频,16.722
[BD]rouge tv,https://t.freetv.fun/live/rouge-tv.m3u8,,ROUGE TV,Switzerland,Switzerland,https://epg.pw/media/img/logo/2013/10/30/c238851ba7450ae83e38b198b8056ca5.png,Entertainment,1920x1080,freetv-fun-all.txt,279,403,成功,h264,1920x1080,25.0,有音频,5.031
[BD]hits *4g,https://t.freetv.fun/live/hits-4g.m3u8,,Hits(TW),Singapore,Singapore,https://epg.pw/media/images/channel/2024/06/11/large/20240611010918611570_10.jpg,Movies,1920x1080,freetv-fun-all.txt,21,403,成功,h264,1920x1080,30.0,有音频,3.033
[VGA]tvm internacional,https://t.freetv.fun/live/tvm-internacional.m3u8,,RTP Internacional,Portugal,Portugal,https://epg.pw/media/images/channel/2022/05/06/large/20220506173750013761_42.png,Generic,320x192,freetv-fun-all.txt,22,403,成功,h264,320x192,25.0,有音频,13.005
[BD]the first tv,https://t.freetv.fun/live/the-first-tv.m3u8,,First TV,Tunisia,Tunisia,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821032327406197_44.png,Generic,1920x1080,freetv-fun-all.txt,22,403,成功,h264,1920x1080,29.97002997002997,有音频,3.842
[HD]defa tv,https://t.freetv.fun/live/defa-tv.m3u8,,Deals TV,Saudi Arabia,Saudi Arabia,https://epg.pw/media/images/channel/2022/05/06/large/20220506174812899119_44.png,Entertainment,1280x720,freetv-fun-all.txt,279,403,成功,h264,1280x720,29.97002997002997,有音频,3.055
[SD]noursat mariam,https://t.freetv.fun/live/noursat-mariam.m3u8,,NOURSAT,United Arab Emirates,United Arab Emirates,https://epg.pw/media/images/channel/2022/05/06/large/20220506174257288016_34.png,Generic,1024x576,freetv-fun-all.txt,22,403,成功,h264,1024x576,25.0,有音频,1.238
[HD]cgtn documentary,https://t.freetv.fun/live/cgtn-documentary.m3u8,,CGTN Documentary,China,China,https://epg.pw/media/images/channel/2022/04/29/large/20220429020115798784_73.png,Knowledge,1280x720,freetv-fun-all.txt,22,403,成功,h264,1280x720,25.0,有音频,1.127
[BD]qazaqstan international,https://t.freetv.fun/live/qazaqstan-international.m3u8,,RTV International,Russia,Russia,https://epg.pw/media/uploads/tmp_logo/2014/05/23/20140523214937210461_54.jpg,Other,1920x1080,freetv-fun-all.txt,22,403,成功,h264,1920x1080,25.0,有音频,6.197
[BD]rotana aflam plus,https://t.freetv.fun/live/rotana-aflam-plus.m3u8,,Rotana Aflam,Saudi Arabia,Saudi Arabia,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613195027731064_83.png,Generic,1920x1080,freetv-fun-all.txt,18,403,成功,h264,1920x1080,25.0,有音频,1.490
[BD]pulse,https://t.freetv.fun/live/pulse-1.m3u8,,MTV Pulse Italy,Italy,Italy,https://epg.pw/media/images/channel/2022/05/27/large/20220527020523632541_62.png,Music,1920x1080,freetv-fun-all.txt,17,403,成功,h264,1920x1080,25.0,有音频,11.153
[BD]history tv18,https://t.freetv.fun/live/history-tv18.m3u8,,History(USA),United States,United States,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,Knowledge,1920x1080,freetv-fun-all.txt,19,403,成功,h264,1920x1080,25.0,有音频,19.662
[BD]euronews english,https://t.freetv.fun/live/euronews-english-1.m3u8,,Euronews English,United Kingdom,United Kingdom,https://epg.pw/media/uploads/tmp_logo/2014/05/19/20140519055858083746_84.png,News,1280x720,freetv-fun-all.txt,286,403,成功,h264,1280x720,25.0,有音频,0.876
[BD]ptc music,https://t.freetv.fun/live/ptc-music.m3u8,,PMC Music,Iran,Iran,https://epg.pw/media/,Entertainment,1920x1080,freetv-fun-all.txt,22,403,成功,h264,1920x1080,25.0,有音频,7.709
[VGA]Fox News *a,https://t.freetv.fun/live/fox-news-a.m3u8,465372,Fox News Channel,United States,United States,https://epg.pw/media/img/logo/1_208.jpg,News,854x480,freetv-fun-all.txt,21,403,成功,h264,854x480,25.0,有音频,2.537
[BD]cctv9,https://t.freetv.fun/live/cctv9-7.m3u8,378828,CCTV9,China,China,https://epg.pw/media/images/channel/2025/01/25/large/20250125001710136564_30.png,Knowledge,1920x1080,freetv-fun-all.txt,18,403,成功,h264,1920x1080,25.0,有音频,0.315
[BD]fusion tv,https://t.freetv.fun/live/fusion-tv-1.m3u8,55949,Fashion TV,France,France,https://epg.pw/media/images/channel/2022/04/25/large/20220425141945869569_85.jpg,Entertainment,1920x1080,freetv-fun-all.txt,19,403,成功,h264,1920x1080,25.0,有音频,4.529
[BD]cctv-第一剧场,https://t.freetv.fun/live/cctv-di-yi-ju-chang.m3u8,,CCTV第一劇場,China,China,https://epg.pw/media/images/channel/2022/09/07/large/20220907150153591598_13.jpg,Movies,1920x1080,freetv-fun-all.txt,19,403,成功,h264,1920x1080,25.0,有音频,0.510
[VGA]lcp-an public-sénat,https://t.freetv.fun/live/lcp-an-public-senat.m3u8,,PUBLIC TV,India,India,https://epg.pw/media/images/channel/2022/05/06/large/20220506175017403710_81.png,Generic,848x480,freetv-fun-all.txt,21,403,成功,h264,848x480,25.0,有音频,5.075
[VGA]kanal d2,https://t.freetv.fun/live/kanal-d2.m3u8,,Kanal D,Romania,Romania,https://epg.pw/media/images/channel/2022/05/06/large/20220506175021665970_15.png,Generic,480x384,freetv-fun-all.txt,21,403,成功,h264,480x384,50.0,有音频,3.976
[BD]cgtn français,https://t.freetv.fun/live/cgtn-francais.m3u8,,CGTN Français,China,China,https://epg.pw/media/images/channel/2022/05/20/large/20220520002319040251_53.jpg,Generic,1920x1080,freetv-fun-all.txt,21,403,成功,h264,1920x1080,30.0,有音频,5.087
[VGA]jtv,https://t.freetv.fun/live/jtv-1.m3u8,,JTV,Other,Other,https://epg.pw/media/img/logo/1_102.jpg,Other,854x480,freetv-fun-all.txt,22,403,成功,h264,854x480,25.0,有音频,2.682
[HD]fox weather,https://t.freetv.fun/live/fox-weather-1.m3u8,,Fox Weather,United States,United States,https://epg.pw/media/images/channel/2022/03/18/large/20220318085622677897_24.png,News,1280x720,freetv-fun-all.txt,18,403,成功,h264,1280x720,30.0,有音频,1.010
[BD]naruto germany,https://t.freetv.fun/live/naruto-germany.m3u8,,Nat Geo HD Germany,Germany,Germany,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821143313142447_63.jpg,Knowledge,1920x1080,freetv-fun-all.txt,23,403,成功,h264,1920x1080,25.0,有音频,7.596
[BD]hbo famliy,https://t.freetv.fun/live/hbo-famliy.m3u8,,HBO Family(USA),United States,United States,https://epg.pw/media/images/channel/2022/05/24/large/20220524233028154751_25.png,Movies,1920x1080,freetv-fun-all.txt,280,403,成功,h264,1920x1080,30.0,有音频,2.192
[BD]saudi tv 1,https://t.freetv.fun/live/saudi-tv-1.m3u8,,Hadi Tv 1,Pakistan,Pakistan,https://epg.pw/media/images/channel/2022/05/06/large/20220506174650301157_36.png,Other,1280x720,freetv-fun-all.txt,21,403,成功,h264,1280x720,25.0,有音频,18.267
[HD]euronews,https://t.freetv.fun/live/euronews-8.m3u8,,EuroNews Spanish,France,France,https://epg.pw/media/images/channel/2022/04/19/large/20220419010749751376_23.png,News,640x360,freetv-fun-all.txt,279,403,成功,h264,640x360,30.0,有音频,8.475
[VGA]haber türk,https://t.freetv.fun/live/haber-turk.m3u8,,Haber Turk,Türkiye,Türkiye,https://epg.pw/media/,Generic,,freetv-fun-all.txt,20,403,成功,h264,,,有音频,8.769
[HD]rede minas,https://t.freetv.fun/live/rede-minas.m3u8,,Rede Minas (Brazil),Brazil,Brazil,https://epg.pw/media/images/channel/2023/07/19/large/20230719190917366076_88.png,News,1280x720,freetv-fun-all.txt,24,403,成功,h264,1280x720,30.0,有音频,4.736
[SD]cctv第一剧场,https://t.freetv.fun/live/cctvdi-yi-ju-chang-1.m3u8,,CCTV第一劇場,China,China,https://epg.pw/media/images/channel/2022/09/07/large/20220907150153591598_13.jpg,Movies,720x576,freetv-fun-all.txt,22,403,成功,mpeg2video,720x576,25.0,有音频,2.081
[VGA]tvm internacional,https://t.freetv.fun/live/tvm-internacional-1.m3u8,,RTP Internacional,Portugal,Portugal,https://epg.pw/media/images/channel/2022/05/06/large/20220506173750013761_42.png,Generic,320x192,freetv-fun-all.txt,21,403,成功,h264,320x192,25.0,有音频,13.732
[BD]france 24,https://t.freetv.fun/live/france-24-1.m3u8,,France 24 (French),France,France,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821104841185612_92.png,News,1920x1080,freetv-fun-all.txt,21,403,成功,h264,1920x1080,25.0,有音频,7.766
[SD]fox sports,https://t.freetv.fun/live/fox-sports-2-1.m3u8,,FOX SPORTS HD,United States,United States,https://epg.pw/media/images/channel/2024/03/14/large/20240314005216219785_15.png,Sports,426x240,freetv-fun-all.txt,19,403,成功,h264,426x240,30.0,有音频,2.701
[HD]arax tv,https://t.freetv.fun/live/arax-tv.m3u8,,Mara TV,Malaysia,Malaysia,https://epg.pw/media/images/channel/2022/02/10/large/20220210222252166727_36.png,Other,1280x720,freetv-fun-all.txt,279,403,成功,h264,1280x720,25.0,有音频,3.089
[BD]deutsche welle,https://t.freetv.fun/live/deutsche-welle.m3u8,,DEUTSCHEWELLE,Germany,Germany,https://epg.pw/media/uploads/tmp_logo/2015/11/30/20151130204620509684_24.png,Generic,1920x1080,freetv-fun-all.txt,24,403,成功,h264,1920x1080,50.0,有音频,3.392
[HD]itv deportes,https://t.freetv.fun/live/itv-deportes-1.m3u8,,Mitele Deportes,Spain,Spain,https://epg.pw/media/images/channel/2021/11/13/large/20211113231455046218_14.png,Sports,1280x720,freetv-fun-all.txt,19,403,成功,h264,1280x720,29.97002997002997,有音频,0.737
[BD]cna *s,https://t.freetv.fun/live/cna-s.m3u8,2852,CNA,Singapore,Singapore,https://epg.pw/media/images/channel/2023/01/14/large/20230114191550513154_10.png,News,1920x1080,freetv-fun-all.txt,25,403,成功,h264,1920x1080,50.0,有音频,3.089
[BD]ci *4g,https://t.freetv.fun/live/ci-4g.m3u8,,CI HD,United States,United States,https://epg.pw/media/images/channel/2017/08/30/large/20170830224553116319_67.png,Knowledge,1920x1080,freetv-fun-all.txt,287,403,成功,h264,1920x1080,30.0,有音频,3.546
[VGA]marka tv,https://t.freetv.fun/live/marka-tv.m3u8,,Mara TV,Malaysia,Malaysia,https://epg.pw/media/images/channel/2022/02/10/large/20220210222252166727_36.png,Other,640x360,freetv-fun-all.txt,280,403,成功,h264,640x360,29.97002997002997,有音频,1.768
[VGA]музыка 2 international,https://t.freetv.fun/live/muzyka-2-international-1.m3u8,,LBC International,Lebanon,Lebanon,https://epg.pw/media/images/channel/2022/05/06/large/20220506174912035196_59.png,Generic,768x432,freetv-fun-all.txt,22,403,成功,h264,768x432,25.0,有音频,3.254
[HD]chc影迷电影,https://t.freetv.fun/live/chcying-mi-dian-ying.m3u8,,CHC影迷電影,China,China,https://epg.pw/media/images/channel/2024/07/28/large/20240728161930253838_70.jpg,Movies,1280x720,freetv-fun-all.txt,288,403,成功,h264,1280x720,25.0,有音频,0.605
[BD]music top,https://t.freetv.fun/live/music-top.m3u8,,PANDERO MUSIC TOP 50 SANTIAGO CHILE LATAM,Chile,Chile,https://epg.pw/media/uploads/tmp_logo/2016/09/29/20160929025736599943_81.png,Entertainment,1920x1080,freetv-fun-all.txt,18,403,成功,h264,1920x1080,25.0,有音频,3.689
[HD]mega,https://t.freetv.fun/live/mega-1.m3u8,,Mega Cosmos Greece,Greece,Greece,https://epg.pw/media/,Generic,320x180,freetv-fun-all.txt,287,403,成功,h264,320x180,25.0,有音频,8.284
[HD]hallmark channel,https://t.freetv.fun/live/hallmark-channel.m3u8,,Hallmark Channel,United States,United States,https://epg.pw/media/images/channel/2024/03/26/large/20240326210433916848_24.png,Movies,1280x720,freetv-fun-all.txt,23,403,成功,h264,1280x720,29.97002997002997,有音频,1.779
[BD]cinemax,https://t.freetv.fun/live/cinemax-1.m3u8,,Cinemax(USA),United States,United States,https://epg.pw/media/images/channel/2017/10/29/large/20171029231536415059_20.png,Movies,1920x1080,freetv-fun-all.txt,22,403,成功,hevc,1920x1080,30.0,有音频,7.911
[VGA]kanal d,https://t.freetv.fun/live/kanal-d-4.m3u8,,Kanal D,Romania,Romania,https://epg.pw/media/images/channel/2022/05/06/large/20220506175021665970_15.png,Generic,640x360,freetv-fun-all.txt,19,403,成功,h264,640x360,0.02,有音频,8.193
[BD]haiti news channel,https://t.freetv.fun/live/haiti-news-channel-1.m3u8,470313,CTV News Channel,Canada,Canada,https://epg.pw/media/images/channel/2022/03/04/large/20220304182551139789_85.png,News,1920x1080,freetv-fun-all.txt,21,403,成功,h264,1920x1080,30.0,有音频,1.728
[BD]dizimax sci-fi trk ==,https://t.freetv.fun/live/dizimax-sci-fi-trk.ts,,Dizimax Sci-Fi Türk,Türkiye,Türkiye,https://epg.pw/media/,Movies,1920x1080,freetv-fun-all.txt,24,403,成功,h264,1920x1080,25.0,有音频,1.117
[HD]ช่อง premier sports 1,https://t.freetv.fun/live/ch-ng-premier-sports-1.m3u8,3625,Premier Sports,Malaysia,Malaysia,https://epg.pw/media/images/channel/2022/06/09/large/20220609233720370622_81.png,Sports,1280x720,freetv-fun-all.txt,22,403,成功,h264,1280x720,25.0,有音频,1.536
[BD]channel 8,https://t.freetv.fun/live/channel-8.m3u8,,Channel 8,Singapore,Singapore,https://epg.pw/media/images/channel/2023/09/22/large/20230922164216308037_71.png,Movies,1920x1080,freetv-fun-all.txt,24,403,成功,h264,1920x1080,25.0,有音频,5.475
[VGA]ebse,https://t.freetv.fun/live/ebse-1.php,,EBS E,Korea,Korea,https://epg.pw/media/images/channel/2022/12/24/large/20221224164727683631_93.jpeg,News,640x360,freetv-fun-all.txt,21,403,成功,h264,640x360,29.97002997002997,有音频,2.077
[HD]360 ru,https://t.freetv.fun/live/360-ru.m3u8,,RAP RU Allstars,Russia,Russia,https://epg.pw/media/uploads/tmp_logo/2014/05/30/20140530202449423670_80.png,Entertainment,1280x720,freetv-fun-all.txt,21,403,成功,h264,1280x720,25.0,有音频,4.155
[BD]komala tv,https://t.freetv.fun/live/komala-tv-1.m3u8,,Komala TV,Kurdistan,Kurdistan,https://epg.pw/media/uploads/tmp_logo/2016/01/06/20160106032658540833_94.jpg,Entertainment,1920x1080,freetv-fun-all.txt,19,403,成功,h264,1920x1080,50.0,有音频,2.775
[HD]extrema kids tv,https://t.freetv.fun/live/extrema-kids-tv.m3u8,,KIDS-TV,Korea,Korea,https://epg.pw/media/uploads/tmp_logo/2017/11/05/20171105153412849440_29.jpg,Kids,1280x720,freetv-fun-all.txt,291,403,成功,h264,1280x720,29.97002997002997,有音频,3.261
[BD]redetv,https://t.freetv.fun/live/redetv.m3u8,,Rede TV,Brazil,Brazil,https://epg.pw/media/uploads/tmp_logo/2014/09/09/20140909014859531100_61.jpg,Generic,1920x1080,freetv-fun-all.txt,20,403,成功,h264,1920x1080,25.0,有音频,4.994
[BD]bbc news europe,https://t.freetv.fun/live/bbc-news-europe.m3u8,,DW News Europe,Germany,Germany,https://epg.pw/media/uploads/tmp_logo/2014/05/19/20140519011353768308_23.png,News,1920x1080,freetv-fun-all.txt,13,403,成功,h264,1920x1080,25.0,有音频,2.667
[HD]cnn brasil,https://t.freetv.fun/live/cnn-brasil-5.m3u8,,CN Brazil,Brazil,Brazil,https://epg.pw/media/images/channel/2022/05/27/large/20220527020654244584_90.png,Kids,1280x720,freetv-fun-all.txt,22,403,成功,hevc,1280x720,30.0,有音频,1.176
[BD]hbo高清,https://t.freetv.fun/live/hbogao-qing.m3u8,,HBO(TW),United States,United States,https://epg.pw/media/images/channel/2024/06/10/large/20240610185422140004_63.png,Movies,1920x1080,freetv-fun-all.txt,285,403,成功,h264,1920x1080,29.0,有音频,1.337
[VGA]oman tv,https://t.freetv.fun/live/oman-tv-1.m3u8,,OMAN TV,Oman,Oman,https://epg.pw/media/images/channel/2024/03/13/large/20240313150229044538_15.png,Generic,480x272,freetv-fun-all.txt,21,403,成功,h264,480x272,25.0,有音频,12.411
[HD]印度尼西亚cnn indonesia,https://t.freetv.fun/live/yin-du-ni-xi-ya-cnn-indonesia.m3u8,,CNN Indonesia,Indonesia,Indonesia,https://epg.pw/media/images/channel/2022/05/06/large/20220506173712756710_20.png,News,1280x720,freetv-fun-all.txt,21,403,成功,h264,1280x720,25.0,有音频,2.024
[HD]canal 1,https://t.freetv.fun/live/canal-1.m3u8,,PORTO CANAL 1 PT,Portugal,Portugal,https://epg.pw/media/uploads/tmp_logo/2015/04/15/20150415003313598873_56.png,Sports,1280x720,freetv-fun-all.txt,19,403,成功,h264,1280x720,29.97002997002997,有音频,3.403
[HD]kral - kral pop,https://t.freetv.fun/live/kral-kral-pop.m3u8,,Kral Pop Music Türkiye,Türkiye,Türkiye,https://epg.pw/media/uploads/tmp_logo/2015/02/20/20150220204308565025_88.jpg,Entertainment,640x360,freetv-fun-all.txt,17,403,成功,h264,640x360,0.02,有音频,6.067
[HD]pluto tv comedy movies,https://t.freetv.fun/live/pluto-tv-comedy-movies.m3u8,,Comedy Movies HD,United States,United States,https://epg.pw/media/,Movies,426x240,freetv-fun-all.txt,21,403,成功,h264,426x240,30.0,有音频,2.227
[VGA]miracle tv,https://t.freetv.fun/live/miracle-tv-1.m3u8,,Miracle TV,Egypt,Egypt,https://epg.pw/media/uploads/tmp_logo/2017/04/21/20170421052343918736_95.jpg,Other,426x240,freetv-fun-all.txt,22,403,成功,h264,426x240,25.0,有音频,2.983
[HD]70s cinema,https://t.freetv.fun/live/70s-cinema-2.m3u8,,Cinema 1,Iraq,Iraq,https://epg.pw/media/uploads/tmp_logo/2017/02/23/20170223014334664873_51.png,Other,426x240,freetv-fun-all.txt,20,403,成功,h264,426x240,30.0,有音频,2.232
[BD]das erste,https://t.freetv.fun/live/das-erste-2.m3u8,76674,Das Erste(ARD),Germany,Germany,https://epg.pw/media/images/channel/2024/02/28/large/20240228003050819704_92.png,Generic,480x270,freetv-fun-all.txt,236,403,成功,h264,480x270,50.0,有音频,17.231
[HD]freeдom,https://t.freetv.fun/live/freedom-1.m3u8,,Freedom,Kurdistan,Kurdistan,https://epg.pw/media/uploads/tmp_logo/2017/08/09/20170809054534300734_65.jpg,Other,1280x720,freetv-fun-all.txt,21,403,成功,h264,1280x720,25.0,有音频,7.665
[HD]history hit,https://t.freetv.fun/live/history-hit.m3u8,,History(USA),United States,United States,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,Knowledge,1280x720,freetv-fun-all.txt,23,403,成功,h264,1280x720,25.0,有音频,3.359
[SD]motor trend,https://t.freetv.fun/live/motor-trend.m3u8,,MotorTrend,United States,United States,https://epg.pw/media/images/channel/2019/01/10/large/20190110224925174615_29.jpg,Knowledge,1920x1080,freetv-fun-all.txt,24,403,成功,h264,1920x1080,29.97002997002997,有音频,1.051
[BD]dubai sports 2,https://t.freetv.fun/live/dubai-sports-2-2.m3u8,,Dubai Sports UAE,United Arab Emirates,United Arab Emirates,https://epg.pw/media/images/channel/2024/03/13/large/20240313161442698741_15.png,Sports,1920x1080,freetv-fun-all.txt,23,403,成功,h264,1920x1080,25.0,有音频,0.770
[HD]record news,https://t.freetv.fun/live/record-news-1.m3u8,,Record News HD Brazil,Brazil,Brazil,https://epg.pw/media/uploads/tmp_logo/2017/07/22/20170722213113233424_81.png,News,640x360,freetv-fun-all.txt,19,403,成功,h264,640x360,30.0,有音频,3.176
[HD]ช่อง nbc buffalo,https://t.freetv.fun/live/ch-ng-nbc-buffalo.m3u8,,NBC Buffalo,United States,United States,https://epg.pw/media/images/channel/2022/03/18/large/20220318090322701392_73.png,News,1280x720,freetv-fun-all.txt,19,403,成功,h264,1280x720,25.0,有音频,1.566
[HD]canal sur,https://t.freetv.fun/live/canal-sur-1.m3u8,,Canal U,Colombia,Colombia,https://epg.pw/media/uploads/tmp_logo/2014/12/20/20141220033044878395_26.jpg,Entertainment,1280x720,freetv-fun-all.txt,280,403,成功,h264,1280x720,30.0,有音频,1.555
[HD]euronews it,https://t.freetv.fun/live/euronews-it-1.m3u8,,EuroNews Italia,France,France,https://epg.pw/media/images/channel/2022/04/18/large/20220418232530274489_44.png,News,1280x720,freetv-fun-all.txt,290,403,成功,h264,1280x720,25.0,有音频,14.278
[SD]noursat english,https://t.freetv.fun/live/noursat-english.m3u8,,NOURSAT,United Arab Emirates,United Arab Emirates,https://epg.pw/media/images/channel/2022/05/06/large/20220506174257288016_34.png,Generic,1024x576,freetv-fun-all.txt,22,403,成功,h264,1024x576,25.0,有音频,2.816
[BD]diyanet tv,https://t.freetv.fun/live/diyanet-tv.m3u8,,Inet TV,Korea,Korea,https://epg.pw/media/images/channel/2022/12/24/large/20221224163613116034_96.jpeg,Entertainment,640x360,freetv-fun-all.txt,21,403,成功,h264,640x360,25.0,有音频,3.929
[SD]cnt,https://t.freetv.fun/live/cnt.m3u8,,CN HD,United States,United States,https://epg.pw/media/images/channel/2022/07/02/large/20220702141008275477_19.jpg,Kids,720x576,freetv-fun-all.txt,21,403,成功,h264,720x576,29.97002997002997,有音频,1.973
[BD]mbc masr,https://t.freetv.fun/live/mbc-masr.m3u8,,MBC Masr,Egypt,Egypt,https://epg.pw/media/images/channel/2022/12/17/large/20221217223906569045_86.jpg,Generic,1920x1080,freetv-fun-all.txt,18,403,成功,h264,1920x1080,25.0,有音频,7.873
[BD]motorvision tv,https://t.freetv.fun/live/motorvision-tv-1.m3u8,,MOTORVISION HD,Thailand,Thailand,https://epg.pw/media/images/channel/2022/05/06/large/20220506174441707554_46.png,Sports,1920x1080,freetv-fun-all.txt,21,403,成功,h264,1920x1080,25.0,有音频,2.803
[BD]yo! mtv,https://t.freetv.fun/live/yo-mtv.m3u8,,MTV HD(Korea),United States,United States,https://epg.pw/media/images/channel/2017/11/12/large/20171112002356623871_27.png,Music,426x240,freetv-fun-all.txt,22,403,成功,h264,426x240,30.0,有音频,2.787
[VGA]fox sports 2,https://t.freetv.fun/live/fox-sports-2.m3u8,,FOX Sports 2,United States,United States,https://epg.pw/media/images/channel/2023/07/20/large/20230720210021959688_47.png,Sports,640x360,freetv-fun-all.txt,24,403,成功,h264,640x360,59.94005994005994,有音频,4.030
[HD]lex tv,https://t.freetv.fun/live/lex-tv.m3u8,,Lindex TV,Algeria,Algeria,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821025454902386_25.png,Generic,1280x720,freetv-fun-all.txt,19,403,成功,h264,1280x720,25.0,有音频,1.740
[BD]otv,https://t.freetv.fun/live/otv-1.m3u8,,OTV (LB),Lebanon,Lebanon,https://epg.pw/media/uploads/tmp_logo/2015/04/24/20150424231848703885_68.png,Entertainment,1920x1080,freetv-fun-all.txt,22,403,成功,h264,1920x1080,25.0,有音频,6.183
[HD]ช่อง france 24,https://t.freetv.fun/live/ch-ng-france-24.m3u8,,France 24 (French),France,France,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821104841185612_92.png,News,1280x720,freetv-fun-all.txt,21,403,成功,h264,1280x720,29.97002997002997,有音频,0.889
[BD]h1,https://t.freetv.fun/live/h1.m3u8,,H1,Germany,Germany,https://epg.pw/media/images/channel/2022/05/06/large/20220506174636823772_47.png,Generic,1920x1080,freetv-fun-all.txt,14,403,成功,h264,1920x1080,50.0,有音频,3.302
[BD]cbn news channel,https://t.freetv.fun/live/cbn-news-channel.m3u8,470313,CTV News Channel,Canada,Canada,https://epg.pw/media/images/channel/2022/03/04/large/20220304182551139789_85.png,News,1920x1080,freetv-fun-all.txt,21,403,成功,h264,1920x1080,29.97002997002997,有音频,3.630
[VGA]кино 1 international,https://t.freetv.fun/live/kino-1-international-1.m3u8,,RTV International,Russia,Russia,https://epg.pw/media/uploads/tmp_logo/2014/05/23/20140523214937210461_54.jpg,Other,768x432,freetv-fun-all.txt,21,403,成功,h264,768x432,25.0,有音频,1.579
[BD]chc家庭影院,https://t.freetv.fun/live/chcjia-ting-ying-yuan-13.m3u8,,CHC家庭影院,China,China,https://epg.pw/media/images/channel/2023/07/20/large/20230720204118595367_23.png,Movies,1920x1080,freetv-fun-all.txt,279,403,成功,h264,1920x1080,28.0,有音频,1.094
[BD]cnbc-e,https://t.freetv.fun/live/cnbc-e.m3u8,,CNBC-e Turk,Türkiye,Türkiye,https://epg.pw/media/,News,640x360,freetv-fun-all.txt,20,403,成功,h264,640x360,25.0,有音频,11.242
[HD]ช่อง nhk world tv,https://t.freetv.fun/live/ch-ng-nhk-world-tv.m3u8,,NHK World FHD,Japan,Japan,https://epg.pw/media/images/channel/2022/05/13/large/20220513225311089225_30.jpg,Generic,1280x720,freetv-fun-all.txt,22,403,成功,h264,1280x720,25.0,有音频,1.570
[SD]i on tv uk,https://t.freetv.fun/live/i-on-tv-uk.m3u8,9195,ON TV,Egypt,Egypt,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613190857893129_31.png,Generic,1024x576,freetv-fun-all.txt,19,403,成功,h264,1024x576,25.0,有音频,2.165
[HD]istv,https://t.freetv.fun/live/istv-2.m3u8,,ISTV [Brazil],Brazil,Brazil,https://epg.pw/media/images/channel/2023/07/19/large/20230719183008642095_72.png,News,1280x720,freetv-fun-all.txt,21,403,成功,h264,1280x720,29.97002997002997,有音频,0.863
[HD]ewtn,https://t.freetv.fun/live/ewtn-1.m3u8,,EWTN Asia-Pacific,United States,United States,https://epg.pw/media/images/channel/2022/03/18/large/20220318090047293384_48.png,News,320x180,freetv-fun-all.txt,21,403,成功,h264,320x180,29.97002997002997,有音频,1.981
[BD]la 1 uhd,https://t.freetv.fun/live/la-1-uhd.m3u8,,CanalSat A La Carte 1,France,France,https://epg.pw/media/,Movies,3840x2160,freetv-fun-all.txt,288,403,成功,hevc,3840x2160,50.0,有音频,2.992
[VGA]dangal tv,https://t.freetv.fun/live/dangal-tv.m3u8,,Manga TV,France,France,https://epg.pw/media/uploads/tmp_logo/2015/07/22/20150722093236034526_79.png,Entertainment,1280x720,freetv-fun-all.txt,281,403,成功,h264,1280x720,25.0,有音频,7.575
[BD]lol network,https://t.freetv.fun/live/lol-network.m3u8,,GOLF NETWORK,Japan,Japan,https://epg.pw/media/images/channel/2022/05/13/large/20220513161120466668_77.jpg,Sports,1920x1080,freetv-fun-all.txt,18,403,成功,h264,1920x1080,29.97002997002997,有音频,3.774
[BD]kontra ⓖ,https://t.freetv.fun/live/kontra-g.m3u8,,KONTRA,Greece,Greece,https://epg.pw/media/,Generic,1920x1080,freetv-fun-all.txt,279,403,成功,h264,1920x1080,25.0,有音频,3.720
[SD]tv one,https://t.freetv.fun/live/tv-one.m3u8,,One TV Australia,Australia,Australia,https://epg.pw/media/images/channel/2021/11/13/large/20211113231053033929_49.png,Sports,1024x576,freetv-fun-all.txt,22,403,成功,h264,1024x576,25.0,有音频,2.012
